Unnamed: 0,ID,Last_Name,First_Name,NickName,ID2,IsUnused,SlotType,IsRegular,IsGener,IsDraftee,IsDrafted,ASA_ID,OvrdStYrs,Pos,SecondPos,Height,Weight,BirthDay,BirthMonth,Age,Hand,DunkHand,YearsPro,CollegeID,DraftedBy,DraftYear,DraftRound,DraftPos,CAP_Nick,Personality,Play4Winner,FinSecurity,Loyalty,PeakAgeS,PeakAgeE,PortrID,GenericF,CF_ID,AudioID_M,NmOrder,NmShType,SkinTone,Muscles,EyeColor,Bodytype,Clothes,HS_ID,CAP_FaceT,CAP_Hstl,CAP_Hcol,CAP_Hlen,CAP_BStyle,CAP_Moust,CAP_Goatee,CAP_Fhcol,CAP_Eyebr,CAP_TLftN,CAP_TLftS,CAP_TRgtS,CAP_TLftB,CAP_TRgtB,CAP_TLftF,CAP_TRgtF,PlayInitor,GoesTo3PT,PlayStyle,PlayType1,PlayType2,PlayType3,PlayType4,Number,IsFA,TeamID1,TeamID2,MinsAsg,Morale,Fatigue,FARestr,CtrThoughts,InjDaysLeft,InjType,PosRank,OvrlRank,IsScouted,StatY0,StatY1,StatY2,StatY3,StatY4,StatY5,StatY6,StatY7,StatY8,StatY9,StatY10,StatY11,StatY12,StatY13,StatY14,StatY15,StatY16,StatY17,StatY18,StatY19,StatPOs,GH_CarPts,GH_CarFGM,GH_CarFGA,GH_CarStl,GH_CarBlk,GH_Car3PM,GH_Car3PA,GH_CarFTM,GH_CarFTA,GH_CarOReb,GH_CarDReb,GH_CarRebs,GH_CarAst,GH_CarMins,GH_SeaPts,GH_SeaFGM,GH_SeaFGA,GH_SeaStl,GH_SeaBlk,GH_Sea3PM,GH_Sea3PA,GH_SeaFTM,GH_SeaFTA,GH_SeaOReb,GH_SeaDReb,GH_SeaRebs,GH_SeaAst,GH_SeaMins,Overall_I,SklBst,SShtLoP,SShtCls,SShtMed,SSht3PT,SShtFT,SDunk,SStdDunk,SLayUp,SLayUpStnd,SLayUpSpin,SLayUpEuro,SLayUpHop,SRunner,SStpThru,SShtInT,SPstFdaway,SPstHook,SShtOfD,SBallHndl,SOffHDrib,SBallSec,SPass,SBlock,SSteal,SHands,SOnBallD,SOReb,SDReb,SOLowPost,SDLowPost,SOAwar,SDAwar,SConsis,SStamina,SSpeed,SQuick,SStrength,SVertical,SHustle,SDurab,SPOT,SEmotion,SigSkill1,SigSkill2,SigSkill3,SigSkill4,SigSkill5,TShtTend,TInsShots,TCloseSht,TMidShots,T3PTShots,TPutbacks,TDriveLn,TPullUp,TPumpFake,TTrplThrt,TTTShot,TNoTT,TStrghtDr,TSizeUp,THesitat,TDriveRvL,TCrossov,TSpin,TStepBack,THalfSpin,TDblCross,TBhndBack,THesCross,TInAndOut,TDPSimpDr,TAttackB,TPassOut,TFadeaway,TStpbJmpr,TSpinJmpr,TDunkvLU,TAlleyOop,TUseGlass,TDrawFoul,TVShCrash,TPckRlvFd,TPostUp,TTouches,TPostSpn,TPostDrv,TPostAgBd,TLeavePost,TPostDrpSt,TPostFaceU,TPostBDown,TPostShots,TPostHook,TPostFdawy,TPostShmSh,TPostHopSh,TFlshPass,TThrowAO,THardFoul,TTakeChrg,TPassLane,TOnBalStl,TContShot,TCommFoul,HZ1,HZ2,HZ3,HZ4,HZ5,HZ6,HZ7,HZ8,HZ9,HZ10,HZ11,HZ12,HZ13,HZ14,AShtRlTim,AShtForm,AShtBase,AFadeaway,AContestd,AFreeT,ADrPullUp,ASpinJmpr,AHopJmpr,APstFade,APstHook,APstHopSh,APstShmSh,APstPrtct,APstPrtSpn,AIsoCross,AIsoBhBck,AIsoSpin,AIsoHesit,ALayUp,AGoToDunk,ADunk2,ADunk3,ADunk4,ADunk5,ADunk6,ADunk7,ADunk8,ADunk9,ADunk10,ADunk11,ADunk12,ADunk13,ADunk14,ADunk15,AIntPreGI,AIntPreG1,AIntPreG2,AIntPreT1,AIntPreT2,BirdYears,CClrYears,CDaysLeft,CRole,COption,CNoTrade,CYear1,CYear2,CYear3,CYear4,CYear5,CYear6,SgndTYWith,YrsForCurT,GHeadband,GHdbndLg,GUndrshrt,GUndrsCol,GLeftArm,GLArmCol,GLeftElb,GLElbCol,GLeftWrst,GLWrstC1,GLWrstC2,GLeftFngr,GLFngrCol,GRghtArm,GRArmCol,GRghtElb,GRElbCol,GRghtWrst,GRWrstC1,GRWrstC2,GRghtFngr,GRFngrCol,GPresShrt,GPrsShCol,GLeftLeg,GLLegCol,GLeftKnee,GLKneeCol,GLeftAnkl,GLAnklCol,GRghtLeg,GRLegCol,GRghtKnee,GRKneeCol,GRghtAnkl,GRAnklCol,GSockLngh,GShsBrLck,GShsBrand,GShsModel1,GShsModel2,GShsModel3,GShsModel4,GShsColMod,GShsColHSd,GShsColHTr,GShsColASd,GShsColATr,HParam1,HParam2,HdBrwHght,HdBrwWdth,HdBrwSlpd,HdNkThck,HdNkFat,HdChnLen,HdChnWdth,HdChnProt,HdJawSqr,HdJawWdth,HdChkHght,HdChkWdth,HdChkFull,HdDefinit,MtULCurve,MtULThick,MtULProtr,MtLLCurve,MtLLThick,MtLLProtr,MtSzHght,MtSzWdth,MtCrvCorn,ErHeight,ErWidth,ErEarLobe,ErTilt,NsNsHght,NsNsWdth,NsNsProtr,NsBnBridge,NsBnDefin,NsBnWdth,NsTipHght,NsTipWdth,NsTipTip,NsTipBnd,NsNtHght,NsNtWdth,EsFrmOpen,EsFrmSpac,EsFrmLwEl,EsFrmUpEl,EsPlcHght,EsPlcWdth,EsPlcRot,EsPlcProt,EsShpOtEl,EsShpInEl
,22,Hood,Rodney,0,0,0,0,1,1,1,0,49172,0,2,1,203.2,206.0,20,10,21,0,0,1,11,-1,2014,0,0,0,1,25,50,75,26,30,4508,0,0,0,0,0,2,0,1,1,0,-1,0,3,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,1,6,8,3,6,7,5,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,62,72,81,76,75,66,39,71,79,71,75,74,67,68,66,69,61,78,69,64,62,64,47,63,77,65,41,49,59,53,63,61,65,87,76,71,53,75,64,82,75,40,6,7,35,37,8,62,36,14,52,59,29,61,79,5,20,35,40,81,58,11,47,35,0,75,0,0,25,0,0,85,52,28,51,87,32,40,50,22,86,10,25,25,63,0,0,25,25,0,25,75,25,0,50,25,25,5,50,23,0,25,15,50,25,1,1,1,1,1,2,1,1,1,2,2,1,1,1,0,26,21,1,0,7,12,10,7,4,4,9,0,0,0,2,4,3,0,1,4,6,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,1D4535B0,22A96423,8A0705AB,4EC747DC,0,0,1,0,1,255,0,-29,70,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,23,Napier,Shabazz,0,0,0,0,1,1,1,0,49173,0,0,5,185.42,180.0,14,7,22,1,1,1,43,-1,2014,0,0,0,1,25,25,75,26,30,4531,0,0,0,0,0,4,0,1,0,0,-1,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,8,2,7,0,13,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,25,76,79,82,84,30,25,82,75,74,73,72,84,78,65,45,30,82,88,83,74,79,35,65,80,60,35,45,25,25,65,55,65,88,93,87,32,70,62,77,76,75,6,35,7,0,0,62,28,8,48,59,25,56,84,20,5,40,35,50,75,25,50,75,0,90,0,25,50,75,50,50,30,90,0,0,0,0,0,39,57,25,25,0,74,0,0,0,100,0,0,0,0,0,0,0,0,0,35,20,0,25,15,30,25,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,26,21,20,0,15,6,10,13,0,5,9,0,0,0,1,4,4,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,4,0,1,0,3,0,3,5,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,3,2631460D,EBAEC55F,0748EF76,432C7240,0,0,1,0,1,255,0,39,-18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24,Capela,Clint,0,0,0,0,1,1,1,0,49174,0,4,5,208.28,240.0,18,5,19,1,1,1,527,-1,2014,0,0,0,1,30,40,90,26,31,4679,0,0,0,0,0,0,0,1,3,0,-1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,3,4,0,0,15,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,83,71,63,25,57,71,82,57,84,49,59,52,54,59,77,37,71,56,48,43,51,42,78,32,80,52,85,80,73,76,52,52,50,85,57,52,80,79,82,90,84,50,33,1,20,31,0,48,64,17,0,0,67,25,0,0,5,0,95,100,0,0,60,0,0,0,0,0,0,0,0,99,90,10,0,0,0,95,99,15,89,0,99,90,69,25,0,85,0,50,0,50,50,90,0,0,0,0,0,65,0,25,15,90,40,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,26,64,11,1,6,0,0,0,0,0,2,1,1,1,0,2,2,1,2,15,18,20,22,38,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,5,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,1,6D8BE23F,914EFFF5,5FA0609C,BA078AAB,0,0,1,0,1,255,0,89,-14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25,Hairston,P.J.,0,0,0,0,1,1,1,0,49175,0,2,1,198.12,230.0,24,12,21,1,1,1,93,-1,2014,0,0,0,1,50,50,50,22,23,4563,0,0,0,0,0,2,0,1,1,0,-1,0,12,0,0,13,0,0,0,3,14,0,0,0,25,19,0,0,1,12,8,0,0,0,19,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,54,69,72,73,82,50,30,72,71,66,75,65,66,79,70,60,50,65,60,55,50,40,40,55,73,49,33,44,43,36,53,45,55,82,76,72,51,71,60,72,65,70,0,0,0,0,0,50,20,10,20,40,10,50,0,10,100,100,25,100,0,0,52,0,0,0,0,0,0,0,0,100,80,20,0,0,0,40,5,40,68,10,99,0,62,10,10,5,0,0,0,20,15,5,15,0,0,0,10,65,0,0,0,60,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,71,20,1,0,15,12,4,7,4,0,9,0,0,0,3,4,5,0,1,7,12,4,35,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,B83724DD,575C61C3,9887E864,4D1FA0A1,0,0,1,0,1,255,0,5,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26,Bogdanovic,Bogdan,0,0,0,0,1,1,1,0,49176,0,1,2,200.54,205.0,18,8,21,1,1,1,393,-1,2014,0,0,0,1,25,25,90,27,30,4557,0,0,0,0,0,5,0,1,1,0,-1,0,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,11,2,8,3,7,8,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,41,71,74,73,79,41,25,82,78,71,82,74,88,78,67,53,43,77,82,77,76,78,36,56,77,59,42,52,41,45,72,56,65,85,80,77,45,71,77,82,79,50,6,3,4,37,15,54,29,37,42,69,10,65,75,5,10,25,80,100,50,25,60,50,5,25,5,15,25,0,0,75,40,95,15,35,0,25,40,40,74,30,50,5,83,15,15,15,0,0,25,20,10,0,25,0,0,5,100,60,0,50,50,65,20,2,0,0,0,1,2,1,1,1,1,2,1,1,1,1,119,71,6,0,27,9,1,2,5,5,9,0,0,2,4,3,0,1,1,4,6,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,0,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,1,C42F0CAE,F365A538,6ED23DD2,294ECC3C,0,0,1,0,1,255,0,-99,-42,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,27,Wilcox,C.J.,0,0,0,0,1,1,1,0,49177,0,1,2,195.58,195.0,30,12,23,1,1,1,242,-1,2014,0,0,0,1,0,0,50,24,25,4527,0,0,0,0,0,1,0,1,0,0,-1,0,3,1,0,8,0,0,1,3,0,0,15,0,0,4,0,0,1,8,8,6,0,0,23,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,25,64,68,76,80,55,25,74,70,67,70,69,72,70,56,52,35,72,82,76,63,56,34,47,76,46,36,44,38,39,54,47,50,81,86,78,44,70,54,79,65,40,8,0,0,0,0,52,22,16,38,59,18,25,5,5,10,25,60,100,0,0,55,50,15,50,5,25,50,0,0,75,30,70,0,0,0,35,0,39,40,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,55,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,133,4,15,0,90,27,4,5,2,2,6,2,0,0,1,6,4,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,8,79BC7A3C,333A4FA3,E9D1C603,A31FE891,0,0,1,0,1,255,0,65,72,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,28,Huestis,Josh,0,0,0,0,1,1,1,0,49178,0,2,3,200.66,230.0,19,12,22,1,1,1,239,-1,2014,0,0,0,1,25,25,75,22,23,8727,0,0,0,0,0,3,0,1,1,0,-1,0,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,15,3,0,0,0,34,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,25,62,67,65,30,75,55,72,72,72,78,69,70,65,58,63,54,67,62,58,49,45,66,55,75,60,64,58,53,62,52,56,50,80,70,64,58,78,60,67,65,25,0,0,0,0,0,50,50,20,15,40,35,25,15,5,10,5,80,100,0,0,45,35,15,25,5,15,25,0,0,75,50,10,70,50,50,25,75,30,60,25,25,75,40,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,0,0,0,75,80,2,0,1,1,1,1,0,1,1,0,2,1,1,2,0,131,39,17,0,14,1,1,1,7,6,0,1,0,0,2,2,2,0,1,27,29,23,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,3,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,1,6D8BE23F,914EFFF5,5FA0609C,BA078AAB,0,0,1,0,1,255,0,-29,-34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29,Anderson,Kyle,0,0,0,0,1,1,1,0,49179,0,2,3,205.74,230.0,20,9,20,1,1,1,240,-1,2014,0,0,0,1,25,25,75,26,28,4530,0,0,0,0,0,4,0,1,1,0,-1,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,17,2,3,5,6,1,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,62,70,68,64,71,64,51,74,83,66,75,75,73,79,62,58,59,61,77,72,69,68,66,56,81,59,63,74,52,55,62,60,50,85,56,60,60,70,67,82,75,50,15,0,0,0,0,52,43,42,26,39,35,50,25,5,10,5,80,100,0,0,52,35,15,25,5,15,25,0,0,85,70,50,0,0,0,25,0,40,76,15,70,25,53,50,25,25,0,0,0,0,25,25,75,0,0,0,55,33,0,25,25,50,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,108,40,20,0,47,4,6,2,3,4,9,0,0,0,1,6,6,1,1,12,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,2,3,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,2,F14CE642,95DF13B7,D3F2BB79,AA7EF72D,0,0,1,0,1,255,0,-3,-85,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30,Inglis,Damien,0,0,0,0,1,1,1,0,49180,0,3,2,203.2,246.0,20,5,18,1,1,1,351,-1,2014,0,0,0,1,0,0,50,22,23,4757,0,0,0,0,0,2,0,1,1,0,-1,0,20,0,0,0,0,0,0,3,0,0,19,0,0,37,0,0,1,19,3,0,0,0,17,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,60,68,63,54,75,60,50,53,68,65,70,70,70,65,57,43,53,51,48,42,39,37,62,48,62,60,71,63,48,60,42,50,40,76,58,52,62,76,72,70,64,50,0,0,0,0,0,45,50,30,30,3,25,55,0,10,0,100,25,0,0,0,55,0,0,0,0,0,0,0,0,100,55,45,0,0,0,55,40,52,65,5,75,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,0,0,0,60,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,90,17,0,25,22,1,8,12,1,9,1,2,0,1,5,5,2,2,49,12,46,14,8,45,9,7,4,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,6,CCD091AD,A5920184,856B0860,76CED7D6,0,0,1,0,1,255,0,-60,-33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31,McDaniels,K.J.,0,0,0,0,1,1,1,0,49181,0,2,1,198.12,205.0,9,2,20,1,1,1,10,-1,2014,0,0,0,1,0,0,50,22,23,4649,0,0,0,0,0,3,1,1,1,0,-1,0,32,0,0,0,0,0,0,3,0,21,0,0,0,0,0,1,1,15,6,8,3,0,32,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,25,66,67,68,80,80,60,72,71,71,74,68,67,63,59,53,52,58,62,58,49,45,64,56,75,55,45,39,43,39,58,52,50,76,78,72,49,84,64,80,65,60,0,0,0,0,0,40,45,10,10,40,35,50,11,5,10,5,80,0,0,0,54,0,0,0,0,0,0,0,0,100,70,30,0,0,0,73,60,22,46,10,25,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,85,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,13,0,0,100,18,8,10,0,0,0,0,0,0,2,4,1,1,1,6,1,61,60,54,56,47,46,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,5,3,2,0,3,0,3,0,3,2,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,0488B123,4616413B,55F83FD5,6C06C014,0,0,1,0,1,255,0,34,-133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32,Harris,Joe,0,0,0,0,1,1,1,0,49182,0,1,2,198.12,219.0,7,9,22,1,1,1,17,-1,2014,0,0,0,1,25,25,75,26,30,4569,0,0,0,0,0,5,1,1,1,0,-1,0,32,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,8,8,7,3,0,12,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,48,69,63,80,83,47,25,71,73,63,65,59,60,71,59,57,47,68,74,68,62,68,36,62,82,61,34,43,45,49,66,58,65,84,82,78,53,66,78,87,77,25,8,0,0,0,0,54,18,25,15,67,10,35,35,15,10,40,35,100,0,0,56,50,0,90,0,5,50,25,15,75,40,60,10,35,5,10,0,25,75,15,5,5,67,25,0,0,25,0,15,5,20,0,25,0,5,35,25,40,0,25,15,40,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,37,3,0,27,22,6,4,4,0,2,0,0,1,1,2,1,0,1,8,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,1,0FF5B269,47050973,C7281B3E,EBF25F93,0,0,1,0,1,255,0,18,9,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33,Early,Cleanthony,0,0,0,0,1,1,1,0,49183,0,2,3,203.2,210.0,17,4,22,1,1,1,203,-1,2014,0,0,0,1,0,0,50,22,23,8717,0,0,0,0,0,2,0,1,0,0,-1,0,10,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,1,13,8,6,0,0,11,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,60,63,64,68,80,70,60,62,75,64,71,69,62,71,61,63,57,57,47,45,40,35,65,50,65,60,63,57,52,58,48,46,45,76,68,62,50,80,62,73,63,50,0,0,0,0,0,40,40,20,30,40,10,40,0,10,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,100,80,20,0,0,0,55,15,44,47,15,75,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,55,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,56,13,2,0,47,23,6,3,5,4,9,0,0,1,2,4,0,1,1,25,1,9,7,26,12,13,29,3,23,16,17,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,3,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,1,FAE7CB10,BDB2B21D,1AE42A24,6AF61B98,0,0,1,0,1,255,0,109,58,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
